chat_message,label
ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
포기하지마,6
32강탈락 ㅅㄱ,6
인버스도 국장이다. 가즈아!!!!!!!!!!!!!!!!\,0
왜 억지부려,6
일베 개새끼들아 쳐봐라 그냥,2
조졌네,5
한국 1골 넣어라,6
"기회도많았는데 한골먹히네,.,",3
너무 무서워용 ㅠㅠ,5
살려주세요,5
오늘 기록적인날임 사이드카도 없는 날이라고요,6
지금 우셔야 합니다,6
필리핀 차무식 보고잇냐,6
꼇네,6
너 한국인이지,6
어? 어? 어? 어? 어? 하니까 여기네,6
숨이 안쉬어져요,5
쌀밥,6
대한민국 축구 수준이 글치 머,6
예뻐?,6
와??,1
ㅋㅋㅋ 아 어이없다,2
제카 ㄷㄷ,6
휴지좀 가져와라,6
들어볼래 다시 보면서 설명회 하면 되겠다,6
정면으로 오는데 못쳐내노 김승규 ㅅㅂㄻ,4
아니 오너 왜 들어간거야?,6
나가라 정몽규 홍명보,2
개뽀록골ㅋㅋㅋㅋㅋ,1
좋은데 ?,6
진짜 오르락 내리락 너무심하넹,6
코스닥....,6
개놀리네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
히힉...,5
졋다 ㅋㅋㅋㅋㅋㅋ,6
다라이 ㅋㅋㅋㅋ,0
코인더있어,6
하.. 이게 뭐라고 ㅠㅠ,5
뭉서워요 ㄷㄷㄷ,5
브이엠도 봐주십숑.....ㅠ,5
너이게이씨,6
아 이거 똥싸다끊은거같이 ㅋㅋ,4
노골이겟다,6
팔걸,6
패턴이 똑같네,6
야 뭐하냐,6
불가능.,6
읎네,6
160가줘 제발..,5
저런,3
넣을거 못넣고 맨날 쳐맞노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
박살나는중,2
설레는 반존대 ㄷㄷ,1
카카오도 봐주세용,6
슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?슈카님 초과이익 초과이윤 이거 어떻게 생각하세요?,6
ㅋㅋ접어라 그냥,2
vart,6
아무래도,6
또 탑정글이다,2
키퍼는 왜 펀칭 안하고 가만보고잇냐,2
살걸...,3
물어라 물어라,6
슈카님 표정이라도 밝게해주세요 안그래도 무서운데 더무서워져요 ㅠㅠ,5
어어 빠진다,5
멘탈털리고,3
조기탈락하고 새판을 다시 짜자,6
ㄱ-,6
장난????????,1
제발ㅜㅜㅜㅜㅜㅜㅜ,3
{:lck_16:}{:lck_16:}{:lck_16:}{:lck_16:}{:lck_16:}{:lck_16:}{:lck_16:},6
위에 매물이 너무 많아 ㅋㅋㅋ,6
시발터졌냐,4
드루와 슈카왕개미,6
어우 레버리지 녹았네,6
탑차이!!!!!!!,2
미친 나왔다,1
환율살려,5
자 다음 가야지?,6
축소하니까 하이먼 민스키네,6
/홍명보 제거,4
결국 ㅜ머한거임?,6
ㅇ ㅑ~ 새침하누,6
조용한줄알았제,6
아니 조현우 스라고 김승규 뺴고 진짜,6
반도체 억까 개심하긴하지?,2
형 살려줘~~~,5
사지마요 ㅠㅠ 그럼떨어질거같아요,5
ㅋㅋㅋㅋㅋㅋㅋㅋ 무적존인데,0
하이닉스 차트 정신병걸릴것같아요..,6
빨리 골 넣어야 1승 할 수 있다!!!!!!!,6
케인 반칙 VAR하겠네,6
도란이 아니라 오너.....,3
언제끝나,6
파라파라나 추자,6
하닉ㅋㅋㅋㅋㅋㅋㅋ,0
승규야 몽규랑 같이 나가 죽어라,2
삼전예쁘다,6
밴 ㅊㅊㅊㅊㅊㅊㅊ,6
홍명보 잘가라~,6
어지럽다,2
/조졌다,5
승규야 몽규랑 같이 나가 죽어라,2
던지는거 개쩌네 ㅋㅋㅋ,1
Var,6
처음부터 다시,6
지금 라이트한데,6
비상ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5
가둬놓고는 왜 안패냐고,2
지금이야!,6
지겟는데,5
너무 작아,6
뜬금골 ㅋ,6
저렇게 넣네,1
쯔양도 그렇게 못 먹음,6
채팅을 개판으로 만들고 튀네 ㅋㅋ,6
ㅋㅋ아직도 물림,6
그 누구의 계좌에서 울고 있나요 ㅠㅠ,3
노파울이구만 ㅋㅋ,6
아 ㅠ,6
개잘찼농 ㄷㄷ,1
와...,1
노안왔 썩,6
안돼 들어가지마,6
진짜 ㅈㄴ 못하네,2
보는 사람 체력이 딸린다,6
사밯ㄹ,1
채팅제거,6
뒤로 돌리기 지긋지긋하다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
미 1친ㅋㅋㅋㅋㅋㅋㅋㅋ,1
예? ㅋㅋㅋㅋㅋㅋㅋ,1
잉글 뭐하나,6
이사 잘하노,6
ㅈ댓다,5
미친,1
미 1친미 1 친,1
/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/저속모드/,6
복리로 2배 ㅋㅋ,6
크로스 같은데 들어가버리네,6
저거먹히냐 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
와 ㅅㅂ ㅋㅋ,1
인버스 레버리지 때문이자나,6
금감원!,6
몽규 잡히자마자 ㅣ발,2
우리 조카임,6
ㅂㄱㅋㅋㅋㅋㅋㅋㅋ,0
진짜 ㅈㄴ 못하네,2
ㅋㅋㅋㅋㅋ 누구보다 빠른 쫄튀,0
드개재ㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐㅐ,0
하루만에 졸업 ㄷㄷ,1
엇박이몀 80퍼 날렸다,6
망함,5
다라이 개지리네,1
영듀구ㅗㄴ,6
차트 살벌하네 아직도 사야할지 말아야할지 ㄷㄷ,5
바로 옆이네 ㅋㅋㅋㅋㅋㅋ,0
속터질듯,2
노르웨이 우승!,6
내일 마저 하죠ㅎㅎ,6
픽포드 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
웃지마라,6
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
유입 나가고,4
와 ㅁㅊ,1
(애교 아님),6
웃참 해명하라,6
스트레스 받게하네 진짜,2
사요 ?,6
지금 담어?,6
개미쳤다,1
ㄹㅇ ㅋㅋ,0
이가 작네,6
또 꺾인다~~~~~~~~,2
불안한데.. 구름대 머리 맞고 내려왔는데,5
슈카님 하닉270까진 언제올까요? ㅠㅜㅜㅜㅜㅜㅜㅜㅜ,5
무서워요,5
야 일어나 뭐하냐,6
=_=,6
자리 말도 안되는데 좀 무서운 자리기도함 ㅜㅜ...,5
포킹딜 습박 ㅋㅋ,1
유후 초대석?,6
재밌네 ㅋㅋ,1
1인기업ㄷ ㄷㄷ,1
내일 점상,6
살려줘요!!!,5
우째막노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
어지럽다 어지러워,2
죽음공포 치트엔진 다운로드,6
이렇게 넣냐,6
일베 무새들 쳐내라 좀... 챗창 관리 안함?,2
공략보고깸?,6
왜 아무도 안 붙어,4
크,0
부동산 폭등 주식 나락 미쳤다,6
뭔가 온다,5
어어 빠진다,5
먹고 살자고 하는건데 ㅠㅠ,3
/몽규제거,4
캬ㅑㅑ,0
도대체 어디까지 내려가요 ..ㅠ,3
꼽견 이제 좀 나가라,4
야마자키 ㄷㄷㄷㄷ,1
광견뭐야,6
위같긴한데 소리가 ㄹㅇ,6
이런방입니다,6
시발 홍명보,4
ㅗㅜㅑㅐ,1
골취소 해야지 이집트처럼,6
키퍼가 펀칭해야지 ㅋ,6
벤유도하지마요ㅠㅠ,5
세트피스는 저쪽이 더 잘 준비했네 ㅋㅋㅋ,2
자동문이고ㅋㅋ,6
ㅈ됐다,5
ㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
그래보여요,6
뭐가온다,5
카르마 이슈 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅜㅜㅜㅜ,3
와 ㅋㅋㅋ,1
괴물이 수륙양용,6
대한ㅁ;ㄴ구 개병신년들아ㅜ,4
주봉으로 한 번 보세요 뭐가 보여요,6
잘가라,6
힘들다,3
여자들 근육남 좋아함?,6
또샀어요?,6
존잘 ㄲㅂ,6
+10%는 되야 좋아해라 보합됐다고 좋아하노 ㅋ,6
마크를 왜 안해,2
케국주ㅋㅋㅋㅋ,6
?ㅋㅋㅋㅋㅋㅋㅋㅋ,0
개놀래라,1
단타 어케 먹냐 ㅋㅋㅋ 니 도준이가,6
에코보이스 뭐지요?,6
우리 이쁜 니황은 뭐하고 계신가요??,6
멋진골이네,6
개못해 걍,2
이게 주식이냐,1
ㄱㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
주식 쉽네...,6
울 슈카님 넘 안쓰러워ㅠㅠ,3
개무섭네,5
위아래 위위아래,6
토나온다 실력,4
삼전 온몸비틀기\,6
정몽규 욕하지마라 ㅋㅋ,6
아리가땡쓰 ㅇㅈㄹ,6
이집트는 왜,6
이걸 안물어?,6
그건 먹을자격있다,6
상주공고 정지호가 더 못하겠네,6
환율살려,5
노르웨이 올라가겠다,6
윤xx,6
ㄷ재표님 ㅋㅋㅋㅋ,0
전기 어뜩해,5
날 떠난다는 그~여자,6
쫄아서 바로 문닫음 ㅋㅋㅋㅋㅋㅋ,0
정몽준 얼굴 나오자마자 바로 먹히놐ㅋㅋㅋ,6
ㅇ,6
진짜.. 단타 무섭네 ㄷㄷ,5
이거 들어가면 물리는자리가 맞는거 같음,6
이게 명보탓?? ㄴㄴ 흥민탓 ㅋㅋㅋ 흥민아 은퇴해,6
오너 진짜 뭐지,1
또 꺾인다~~~~~~~~,2
형 나 진따 어떻게 해야해 ㅠ,3
셰도르프 네덜란드에서 귀화했네,6
비ㅣㅣㅣㅣㅣ상,5
접자..,3
최씨가 그럼 그렇지,6
ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
왜. 그래. 손꾸락므거,6
양봉때 조금 먹었는데,6
와 미 친,0
입벌린거 터엽,6
왜 북한 사투리가 된거 같냐 ㅋㅋㅋ,6
마빡이누구냐 ㅋㅋ,6
너무했썩,3
하.............,5
먹고 살자고 하는건데 ㅠㅠ,3
이길순 없다,6
나이스 졋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
머고 ㅋㅋㅋㅋ,1
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
진석이 일본어 가능하잖아,6
한명을 못 뚫노,4
그래 5골먹어라 차라리 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
조졌네...,5
그때 레버리지 때문이잔하,6
골ㄹ,6
룸운,6
/조졌다,5
새벽3시에 왠 방송,1
포대장ㄷㄷ,6
국적 이자식아,6
좆케인 ㅋㅋㅋㅋ,6
{:d_65:}{:d_65:}{:d_65:}{:d_65:}{:d_65:}{:d_65:}{:d_65:},6
손이 안나간다니까 ㅋㅋ,6
역시 슈카형이 안정감이 잇다...,6
똥칸에 숨는건 1티어네,6
zzz,6
목격도르,6
와 제1원칙 절대 국장을..,6
전문가도 당하는구나,6
말하면 스포밴이자나요 ㅠㅠ,5
살려달라구ㅜㅜㅜㅜㅡ,5
흥민이 빼야 이긴다,6
손흥민 빼라...,2
훈수라고 밴하잖아요 ㅠㅠㅠ,3
와꾸 씹 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
190이 여자임?,6
슈황 시작하고나서 맨날 떨어지는거같은데...,5
주식없는 분들만 기프트 보낼 수 있음,6
그럼 지금 팔고 다시 드가요?,6
한강물 따뜻해요?,2
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
와 미친 ㅋㅋㅋㅋ,1
그냥 너무 답답해,2
뫄뉘 붤고 쉽풔얼~~~~~,6
대답,6
ㅌㅌㅌㅋㅌㅌㅌㅌㅌㅌㅌㅋㅌㅌㅋㅋㅋ,0
역배팅 헷는데 이걸!!!!,2
와 진짜 험한말 마렵다,2
들어가면 누구나 물리는 장ㅠ,3
작은 애들 뽑아놓고 작다고 징징거리냐,4
아 여기동네,6
치즈양,6
다라이 ㅋㅋㅋㅋㅋ,0
ㅈ됐다,5
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 개무섭네,5
듣기도하면,6
아 줴줴이야~~~아 줴줴이야~~~아 줴줴이야~~~아 줴줴이야~~~아 줴줴이야~~~아 줴줴이야~~~,6
손흥민 쳐나가라 ㅋㅋ,4
계단식 ㄷㄷ,1
쪽팔린다 ㅡㅡ,2
tsmc 실적 나오쟈나~~~~~,6
와!!!!!!!!!!!!!!!!! ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
에휴,3
버스니 그물망이니?,6
텡크로 밀어버리노!!!!!!! 스타벅스 가야지!!!!!!!,2
끄아아악,6
1시야 1시,6
교체도안하고 대체 뭔생각이냐? 집중력다떨어져있는거보이지도않나,2
설마 또 내리지 않겠지 ㅠㅠ 망.. ㅠㅠ,3
황희찬 넣으라고,6
비응신ㅁ들,4
양양,6
어지럽다,2
명보야 나가 그냥,4
리브 메이는 아직 데뷔 안함,6
어른의 사정 ㅠㅜㅠㅠㅠ,3
포대장,6
ㅗㅜㅑㅗㅜㅑ,6
시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
살걸...,3
이게 맞지,6
따라했다가 자산80프로가 삭제당했습니다,6
홍명보 나가,4
형 나 진따 어떻게 해야해 ㅠ,3
이래서 깨겠나 이거,6
허무하네 ㅋㅋㅋㅋㅋㅋ,3
4848 잘못하면 죽음,6
와 ㅁㅊ,1
미친 물뭐야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
그래 g2 조합이 한타 조합이라 모름 진짜.......,3
손 은퇴,6
또 꺾인다~~~~~~~~~~~~~~~,2
소리 코라지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
이게 본토의 얏타,6
왜 들어갔냐?,1
{:wc_5:}{:wc_5:}{:wc_5:}{:wc_5:}{:wc_5:}{:wc_5:}{:wc_5:}{:wc_5:},6
장투는 진짜 답이없네 ㅋㅋ,2
무빙 토나온다,4
불친절겜,6
오우 씌;,1
한강물 따뜻해요?,2
..,3
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
진짜 개몬한다,4
홀란드 >>>>>> 호날두,6
찝,5
사지마요 ㅠㅠ 그럼떨어질거같아요,5
시발 뭐하냐,4
고개는 ㅋㅋㅋㅋㅋㅋㅋ,0
김승규 수준 꼬라지보소,1
몽규 제거,6
월드컵 세대들 뭐임,6
노파울임,6
파울임,6
손흥민 빼고 성포고 에이스 오시헌 투입,6
와 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
노르웨이가 매수햇네,6
홍명보 나가,4
ㅈㄴ웃기네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㅁㅊ,1
본주사고 인버스 헷지하는 개꿀장인데 이걸 참아,6
뭉탱이와 함께,6
ㅠㅠㅠ,3
어차피 골 넣은 거 아니가,6
피티햄 너무 용감해요 멋져,6
왜 이래 아마추어 같이 //,6
세금 ㅅㅂ,4
진짜 그 사이에 멘탈은 분쇄기 착즙 수준,6
초심찾기 프로젝트ㅋㅋㅋㅋ,6
들어가야지 !!!! 들어가야지 !!!! 들어가야지 !!!!,0
장투는 진짜 답이없네 ㅋㅋ,2
뻥글 우승 ㅈㄴ 축알 못 ㅋㅋㅋㅋ,6
아 ㅈㄴ웃기네 ㅋㅋ,0
ㅌㅊㅇ,6
ㅂㅅ들,4
/영포티 제거모드,6
우리가 먼저 리센느 알았는데...,6
"연경이누나,,",6
빽패스만 할줄암,6
또 속아여?!,6
쎄하더라 싶었는데,6
몬닉,6
반존대?,6
삼성전기 죽었나요?,6
미쳤다,1
미친....,1
얘넨 시가총액 5조가 매출 14억 ㅋㅋㅋ,6
너무힘들어요,3
오늘도 조졌다리,5
언제팔어!!!?!,5
바이킹의 위엄,6
흑흑,3
멀미나여,6
닉스 컨콜만 제대로 했어도 ㅠㅠ,3
내일까지 폭락후 역사는 다음주부터입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
꼬시는거지,6
내 동생 원이,6
와 ㅁㅊ ㅋㅋㅋㅋㅋㅋㅋㅋ,1
아우ㅜㅜㅜㅜㅜ,3
졸라귀엽네,6
준,6
이 정도면 슈형 통장은 공공재다,6
이빨이 몇개야,6
ㅗㅜㅑㅐ,1
슈카님 표정이라도 밝게해주세요 안그래도 무서운데 더무서워져요 ㅠㅠ,5
거래량보세요 거래량도 터짐,6
나이스 졋다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2
입 벨튀 ㄷㄷ,1
차트가 꼬질꼬질하다구요 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
이게 뭔....,6
몽규 느가라,4
3전패 탈락!!!!! 해라,2
ㅁㅊ,1
ㅎㅇㅎㅇ,6
카에데상?,6
지려따!!!!,0
하루차트ㄷㄷ,1
ㅠㅠㅠ,3
밑에,6
니혼지인,6
막은거?,6
늙다리?코다리?늙다리?코다리?늙다리?코다리?늙다리?코다리?늙다리?코다리?늙다리?코다리?,6
형 이 양도지캔들을 참냐,6
헉헉,1
어? 아직 1시네?,6
ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
빽패스,6
박재박이다,6
누구나 다 이유는 알고 있는데 ㅋㅋㅋㅋ,6
응 또 시작이야~~~~,6
ㅈㄴ 못하네 버러지들,2
뒤에 2명 멍때리노,2
와..,6
DHDN,6
죄송해요 케인님 ㅠㅠㅠㅠㅠㅠㅠㅠ,5
케인은 골취소 안되노,6
"다음 상승장은 몇년후일까,,,,",6
ㅆㅂ,4
아몰랑 물자 파닥파닥,6
물소리 나는건가,6
시간이 애매하네요ㅠㅠㅠ,3
오너 좋았다,6
살려주세요~~~~~~~~~~~~~~~,5
너 꼽이야?,2
머꾸다시,6
아 ㅠㅠㅠㅠㅠㅠㅠ,3
속터질듯,2
간거같은데,6
이거디 이거디,6
ㅋㅋㅋㅋㅋ 두가자,0
미룬이지누,6
망해가는 ㅇㅈㄹ,6
속아서 응원하자!!!,6
업사이드 아니냐?,6
형 오늘은ㅊ붕싸 왜 안드세요,6
와 시원시원 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
ㅈㄴ웃기네 ㅋㅋ,0
노르웨이 진짜 역사 쓰냐???? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,6
저 가능해요,6
레오나 말랑한데 이제,6
손흥민 때문에 진거임 ㅇㅇ,6
집가자~~~~~,6
한지,6
심판 인스타 ㄱㄱ,6
rhf,6
광탈각이누..,3
대한민국 제거,4
미국 십년물채권 4.5 이면 문제라고 했는데. 지금 4.6,6
ㅈㄴ 에겐스럽네 ㅋㅋ,0
ㅠㅠ,0
과연 ?,6
더 사,6
이게 도박이지 주식이냐,2
시작부터 분위기 바라,6
노르웨이 선제골 ㅅㅅㅅㅅ,0
지겟는데,5
zzzzzzzzzzzzzzzzzz,0
어른의 사정 ㅠㅜㅠㅠㅠ,3
옵사 잖아,6
아이고 미치겠네,5
진엔딩 영상 같이보기하죠,6
어케넣었누 어케넣었누 어케넣었누 어케넣었누 어케넣었누 어케넣었누 어케넣었누 어케넣었누 어케넣었누,6
개인은 압니다...지금 물리면 몇년이 걸릴지..,6
마빡이 맞네,6
진짜 개빡,2
와 ㅋㅋㅋ,1
95년생이라 귀가 슬슬 안들리는데 포켓몬 맞추기 를 오팬무 맞추기로 들었네,6
먹고는 살아야지 다 먹고살려하는건데 말야,6
졋네,3
음전이다 이거 ㅋㅋ,6
야르르르르르르,6
ㅈ됫다,5
오물?,6
이게메인이야,6
힘들다,3
키 차이가 많이 난다....,3
아니 수비 안 하냐고,2
너무 막 들어가..ㅠ,3
와우,0
삼성전기 ㅠㅠ,3
마하반야맨이야?,6
조별광탌ㅅㅅㅅ,3
이정도면 당하는 내가 바보지,6
뭐노 ? ㅋㅋㅋ,6
방울??,6
ㅖ,6
삼성전기 ㅠㅠ,3
응 못넣어 ㅋ,6
체코도 못이기면 월드컵 어떻게 하겠다는거녀,2
ㅋㅋㅋㅋㅋㅋㅋ 전봇대가 서있노,6
가놈아 너 그정도야?,6
투헬 ㅋㅋ,6
어이없어서 웃음난다 ㅋㅋㅋ,1
괴물을 가지고논닼ㅋㅋㅋㅋ,0
그래 유튜브 올리거라,6
{:d_3:}{:d_3:}{:d_3:}{:d_3:}{:d_3:},6
진짜 역대급이네,1
슈불,5
내가 먼저알았는데.....,6
작은 애들 뽑아놓고 작다고 징징거리냐,4
"와 레전드네,.,",1
노르웨이 뭐야 ㄷㄷ,1
목격자 ㅋㅋ,6
캬ㅑㅑ,0
과감해졌다,6
나빠다ㅠㅠ,3
ㅋㅋㅋㅋ  저걸 들어오는걸 멀뚱하게 보고있노,6
삼전기는 지반 무너졌냐? ㅋㄱㄹㄱㅋㅋㅋㅋㅋㄱㅋㅋㄱㄱ,6
삼성전기 난리났어 ㅜ,3
이런 애들이 현실에서 정상인인척하는거냐? ㅌㅌㅌㅌㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
살려주세요ㅕㅕㅕㅕㅕㅕㅕㅕㅕ,5
{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:}{:lck_2:},6
형 나 진따 어떻게 해야해 ㅠ,3
아 이게 뭐냐 진짜,3
"말이 안되잔아. 영업이익 8조짜리 창신메모리가 시총 800조인데, 하닉이 900조, 삼전이 1200조 라니....",1
/네이버15주이벤트참여,6
진짜 안볼란다,4
ㅅㅅㅅㅅ,0
앞에잇다,5
왜 구 일 정,6
홍명보 ㅠ.ㅠ,4
바닥은 아뮤도몰라,6
오 이 델,6
제발좀 ㅠㅠㅠㅠㅠㅠㅠ댜겅냄나내0ㅐㅌ,3
드셨,6
뭐햐냐 진짜로,4
슈형 시장 이정도면 작동을 안하는거 아닌가요?,6
데뷔한지 꽤 됐어,6
어우 소리 ㄷㄷ,1
조현우 엿으면 막앗다 ...,3
그냥 너무 답답해,2
오늘 기관이 양아치던데.. ㅠ,6
대단하다 쓰리백!,6
디코 너무 작다,6
ㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
뒤에서찼는데 파울이 아니면;,6
갓명보 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,4
ㅈ버그 ㅋㅋㅋㅋㅋ,6
알상무님 요즘.항상 웃고계심,6
ㅈㄴ 가까이있네,6
아니 안돼 잉글랜드,6
구경하냐,4
어차피 망한거 더 망치고 욕이나 실컷 먹어라!!!!!!,2
슈카 미소가 끊이지 않는거보니 여기 리딩방 맞다.,6
잉글랜드는 매수 없네 ㄷㄷ ㄷ ㄷ ㄷ ㄷ,6
zzzz,0
서전트 점프~!!,6
구경하냐,4
소리보소,6
조졌네...,5
5개다맨이야,6
돔,6
체코 조나 못하는데 그걸 상대로 더 못해 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4
미친 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아직 바닥 아님 ㅜㅜ,5
그르르,6
와우,0
신라공주 막내엿구나,6
왜 아무도 안 붙어,4
지금이니?? ㅋㅋㅋ,6
네 ㅎㅎ,6
그나마 삼전밖에 없다 지금,6
야호{:d_94:}{:d_94:},0
역시 형이야,6
진짜 폭탄던지네,6
종배 가즈아,6
얘네랑 엄대엄 나면 blg 한화 어떻게 이길건데...,3
픽포드 ㅋㅋㅋ,6
용 뺏겼으면 대패 했겠네,6
손흥민보다 오현규가 훨씬 낫겟다,6
O_O,6
홍명보 나가,4
속터질듯,2
또 경우의 수 따져야하냐,6
홍명보 아웃,4
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ,0
케인 병22신새끼 ㅋㅋㅋㅋㅋㅋㅋ,6
닥쳐 시바,2
왜구일정 ㄷㄷ,6
죠짐,5
진짜 개 무섭네 홀란 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,5
하나도 못뚫고 시발 뒤로만 보내고,4
대ㅡㅡㅡㅡㅡㅡ박,0
역시 윤가상,6
뭐 없는데?,6
좋은데?,6
슈카님 방송뉴스에서 반등온다 기다리라고 계속하는데 어떻게생각하세요,6
포킹딜 습박 ㅋㅋ,1
이페이스면 내년엔깰듯,6
돈을 얼마나 잃고 싶은건지 감도 안옴,6
유혹의 제네시스,6
이거 빨린다,6
치통령,6
똥칸 개사기네 ㅋㅋ,0
이야 직스,6
노르웨이 이기겠네 ㅋㅋㅋ,6
아 즌나 우울함..,3
닉스 너무 쌈 ㅠ,3
비오던데,6
두산에너빌리티 앞으로 어떨까요,6
ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ,3
SEX 야~호,0
어리다,6
애니비아나 쳐물지,2
섹스!,0
골 ㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅㅅ,0
골ㄷㄷ,1
잘해줄께 들어와,6
힘빠진다 ㅠㅜ 으에에에,3
마빡이네,6
500층 가즈아ㅏㅏㅏ,0
에?,6
슈또속 ㅋㅋ,0
와!!!!!!!!!!!!!!!!! ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,0
반도체 억까 개심하긴하지?,2
가수왕 슈카 ㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷㄷ,1
한제,6
